content_hash_id,client_hash_id,first_seen,last_seen,active_days,total_impressions,total_clicks,ctr,avg_position,total_pageviews,total_engagement_sec,engagement_per_view,total_scrolls,scrolls_per_view,total_users,organic_sessions,direct_sessions,social_sessions,ai_sessions,referral_sessions,organic_share,ai_share,social_share,direct_share,chatgpt_sessions,perplexity_sessions,gemini_sessions,copilot_sessions,claude_sessions,meta_sessions,other_ai_sessions,chatgpt_share,perplexity_share,gemini_share,copilot_share,claude_share,meta_share,has_search,has_engagement,has_ai,is_active,engagement_tier,search_tier,activity_tier
content_d710e6c31a174196,client_a60a11451483af1c,2026-06-01,2026-06-29,29,20.0,2.0,0.1,45.51724137931034,63.0,0.0,0.0,0.0,0.0,36.0,32.0,22.0,0.0,0.0,8.0,0.5161290322580645,0.0,0.0,0.3548387096774194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_69313d236bf3d59c,client_0fa64a184f18a4a0,2026-06-01,2026-06-30,30,2954.0,6.0,0.002031144211238998,1889.4333333333334,9.0,419.0,46.55555555555556,1.0,0.1111111111111111,8.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_8a2d9183820f467f,client_fef1a8f436438636,2026-06-01,2026-06-30,30,45.0,0.0,0.0,80.76666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_1dde47c5d82bc503,client_73cda7b4e4f265ea,2026-06-01,2026-06-30,30,798.0,1.0,0.0012531328320802004,1345.3,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_ec42155ea5fd3977,client_73cda7b4e4f265ea,2026-06-01,2026-06-30,30,466.0,0.0,0.0,121.73333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_ddcbeac47432d1ce,client_73cda7b4e4f265ea,2026-06-01,2026-06-30,30,1893.0,0.0,0.0,809.5666666666667,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_ee3a99733ae85a54,client_1a8bf67cad4ee525,2026-06-12,2026-06-30,19,152.0,1.0,0.006578947368421052,402.2631578947368,7.0,5.0,0.7142857142857143,1.0,0.14285714285714285,4.0,2.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,Medium-High
content_29f034caac2e2f88,client_fef1a8f436438636,2026-06-01,2026-06-30,30,523.0,5.0,0.009560229445506692,275.5,18.0,2.0,0.1111111111111111,2.0,0.1111111111111111,14.0,11.0,3.0,0.0,0.0,0.0,0.7857142857142857,0.0,0.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_17cb95e09b288a79,client_9958f0a7ae1df715,2026-06-01,2026-06-30,30,8.0,0.0,0.0,16.2,2.0,36.0,18.0,1.0,0.5,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_77ecea14553dc97d,client_73cda7b4e4f265ea,2026-06-01,2026-06-30,30,19663.0,66.0,0.0033565580023394194,3876.5666666666666,100.0,677.0,6.77,7.0,0.07,77.0,83.0,9.0,0.0,0.0,0.0,0.9021739130434783,0.0,0.0,0.09782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_cd55ef30b79e7c8d,client_23a62021009f63c4,2026-06-01,2026-06-30,30,2821.0,4.0,0.0014179369018078695,2856.2,16.0,26.0,1.625,3.0,0.1875,8.0,7.0,5.0,0.0,0.0,0.0,0.5833333333333334,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_54975114a608b054,client_23a62021009f63c4,2026-06-01,2026-06-30,30,613.0,7.0,0.011419249592169658,185.93333333333334,27.0,0.0,0.0,0.0,0.0,12.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_ace47470f774cb51,client_fef1a8f436438636,2026-06-01,2026-06-30,30,759.0,4.0,0.005270092226613966,811.1333333333333,8.0,9.0,1.125,1.0,0.125,7.0,6.0,3.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_0f575fd9e6470526,client_e5c2aa26a8598242,2026-06-01,2026-06-30,30,858.0,4.0,0.004662004662004662,177.93333333333334,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_1eba94306c300381,client_3ffa76342f366962,2026-06-01,2026-06-30,30,1.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_ea373169fb41f0ad,client_cd12bcfd98942aa1,2026-06-01,2026-06-25,25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,Low,Low,High
content_1141d0d3aa71f8a0,client_86ebc2f12c01f586,2026-06-01,2026-06-30,30,563.0,2.0,0.003552397868561279,541.9333333333333,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_9b5b5ec6a642c660,client_08a6a72ff48e62c0,2026-06-01,2026-06-30,30,14.0,0.0,0.0,4.066666666666666,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_f590107f3650d6c2,client_73cda7b4e4f265ea,2026-06-01,2026-06-30,30,126.0,1.0,0.007936507936507936,49.0,10.0,0.0,0.0,0.0,0.0,7.0,6.0,2.0,0.0,0.0,0.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_8337f8dbbae73717,client_3ffa76342f366962,2026-06-01,2026-06-30,30,1.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_415f4a47f1ce8bd8,client_8ddc46da5414ffd8,2026-06-01,2026-06-30,30,3915.0,19.0,0.004853128991060026,1885.6666666666667,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_769ec953b9906c06,client_400c21c81c8b46ef,2026-06-01,2026-06-30,30,2340.0,13.0,0.005555555555555556,677.7666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_cdb396df2fe4d532,client_fef1a8f436438636,2026-06-01,2026-06-30,30,45.0,0.0,0.0,47.733333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_d40a8b911a6df1c5,client_3ffa76342f366962,2026-06-01,2026-06-30,30,1.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_2276f4193741eeec,client_62f4a7e64f5e0096,2026-06-01,2026-06-30,30,20.0,0.0,0.0,38.833333333333336,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_19f0f23b5bfd3b9c,client_08d2847f24cf89c1,2026-06-01,2026-06-30,30,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,Low,Low,High
content_3d08e13e679a2a96,client_08a6a72ff48e62c0,2026-06-01,2026-06-30,30,11.0,0.0,0.0,27.633333333333333,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_4aa4e9e06293ada4,client_e00b29e582949543,2026-06-01,2026-06-30,30,102.0,0.0,0.0,21.3,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_8dc6a5b3c7d35fef,client_e547b89c05043229,2026-06-01,2026-06-30,30,360.0,3.0,0.008333333333333333,150.66666666666666,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_d537a0807e8a57ad,client_73cda7b4e4f265ea,2026-06-01,2026-06-30,30,57.0,0.0,0.0,35.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_078b7e15d7d962f6,client_62f4a7e64f5e0096,2026-06-01,2026-06-30,30,3.0,0.0,0.0,0.3333333333333333,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_3c5e27e41990763b,client_400c21c81c8b46ef,2026-06-01,2026-06-30,30,4.0,0.0,0.0,0.7666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_83dc3167910ab4fe,client_73cda7b4e4f265ea,2026-06-01,2026-06-30,30,158.0,0.0,0.0,223.53333333333333,6.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_5fce9d2c6223eea5,client_4a18d1793d92fb84,2026-06-01,2026-06-30,30,1.0,0.0,0.0,0.0,20.0,12.0,0.6,4.0,0.2,18.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_dfe3314594babfa2,client_65de48885f4ef01b,2026-06-01,2026-06-30,30,1.0,0.0,0.0,0.3333333333333333,2.0,5.0,2.5,2.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_21b0fead8e7bb55a,client_23a62021009f63c4,2026-06-01,2026-06-30,30,83.0,0.0,0.0,70.03333333333333,13.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_7716ed17f43921f6,client_08a6a72ff48e62c0,2026-06-01,2026-06-30,30,7.0,0.0,0.0,5.633333333333334,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_b3176f2663b6fddb,client_3f0ce4d44fe94f3d,2026-06-01,2026-06-30,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_d030f704ff2f6d98,client_23a62021009f63c4,2026-06-01,2026-06-30,30,1481.0,7.0,0.004726536124240378,394.46666666666664,34.0,27.0,0.7941176470588235,0.0,0.0,14.0,17.0,2.0,0.0,0.0,0.0,0.8947368421052632,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_8a36834ce72c12ff,client_157ffe4d4a595515,2026-06-01,2026-06-30,30,7.0,0.0,0.0,10.8,1.0,5.0,5.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_29ded53b9bed5f48,client_0b245132bb722950,2026-06-01,2026-06-25,25,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_793a1895413e76cd,client_73cda7b4e4f265ea,2026-06-01,2026-06-30,30,9.0,0.0,0.0,5.366666666666666,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_d77ed85a5d2fd2aa,client_08a6a72ff48e62c0,2026-06-01,2026-06-30,30,75.0,1.0,0.013333333333333334,103.0,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_975e5ad066c71143,client_4a18d1793d92fb84,2026-06-01,2026-06-30,30,1.0,0.0,0.0,0.0,20.0,12.0,0.6,4.0,0.2,18.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_f4c3d07dcd75612e,client_08a6a72ff48e62c0,2026-06-01,2026-06-30,30,22.0,0.0,0.0,55.96666666666667,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_5684c246b3505ff4,client_62f4a7e64f5e0096,2026-06-01,2026-06-30,30,7101.0,71.0,0.009998591747641178,833.1333333333333,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_c172e35d664d54f0,client_08a6a72ff48e62c0,2026-06-01,2026-06-30,30,9.0,0.0,0.0,20.866666666666667,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_b2823c34c7b126b5,client_3ffa76342f366962,2026-06-01,2026-06-30,30,4.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_1cace1d9dff9f9ff,client_2094c6eb080311d5,2026-06-01,2026-06-30,30,18.0,0.0,0.0,5.6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_37721b0040b382b6,client_157ffe4d4a595515,2026-06-01,2026-06-30,30,12.0,0.0,0.0,6.3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_b2f6aa17c82b258a,client_b77d0d5f08f05e64,2026-06-23,2026-06-30,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,Low
content_4fcde262f84041bf,client_fef1a8f436438636,2026-06-01,2026-06-30,30,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_632a3112bb2cf927,client_ff644d8251367cbb,2026-06-01,2026-06-25,25,1.0,0.0,0.0,3.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_f7d4172fe63be8f8,client_e5c2aa26a8598242,2026-06-01,2026-06-30,30,8561.0,21.0,0.0024529844644317253,2617.0333333333333,32.0,0.0,0.0,0.0,0.0,30.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_f4ba1f6428ee8e67,client_fef1a8f436438636,2026-06-01,2026-06-30,30,0.0,0.0,0.0,0.0,2.0,1.0,0.5,1.0,0.5,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,Low,Low,High
content_213cb2e07506cc71,client_7de9989c909e91a5,2026-06-01,2026-06-30,30,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,Low,Low,High
content_893ce59eed8bc664,client_400c21c81c8b46ef,2026-06-01,2026-06-30,30,57.0,0.0,0.0,24.466666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_2266720966da97fc,client_9c26c096d6e57253,2026-06-01,2026-06-30,30,43.0,0.0,0.0,14.233333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_35055b30bc7ebf35,client_62f4a7e64f5e0096,2026-06-01,2026-06-30,30,1061.0,4.0,0.003770028275212064,215.56666666666666,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_4e130152635741f1,client_fef1a8f436438636,2026-06-01,2026-06-30,30,7905.0,36.0,0.004554079696394687,1949.1,79.0,866.0,10.962025316455696,6.0,0.0759493670886076,70.0,40.0,3.0,0.0,0.0,4.0,0.851063829787234,0.0,0.0,0.06382978723404255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
